Asset Name,Name,Serial number,Criticality,Status,Tenant,Role,Manufacturer,Type,BMC IP,BMC MAC,BMC Version,BIOS Version,Asset tag,ID,Tenant Group,Region,Site Group,Site,Location,Rack,Parent Device,Position (Device Bay),Position,Rack face,Latitude,Longitude,Airflow,IP Address,IPv4 Address,IPv6 Address,OOB IP,Cluster,Virtual Chassis,VC Position,VC Priority,Description,Config Template,Comments,Contacts,Tags,Created,Last updated,Owner Group,Owner,U Height,Platform,Console ports,Console server ports,Power ports,Power outlets,Interfaces,Front ports,Rear ports,Device bays,Module bays,Inventory items,BIOS Date,EOL,FW Bundle,Installation Date,Last updated (automatic),OS Info,Product Name,UUID
AST-AMS1-00357,ams1-comp-0357,SU106936450,High,Quarantine,Cloud Platform,compute,Supermicro,SYS-221H-TNR CTRL Gen 3,10.53.104.41,99:da:36:7a:02:ef,2.17,2.4.0,TAG39328,1356,,EMEA,,AMS1,AMS1-DC-4,R07,,,–,front,,,Front to rear,,172.29.113.66/24,,10.159.91.123,,,,,"Ordered 2023, batch 6, rack row B",,"DIMM slot A3 flaky, monitor",,lab,2021-04-16T01:58:20.000000+00:00,2022-01-05T01:58:20.000000+00:00,,,2,ESXi 8.0,,,2,,2,,,,,,,2027-05-10,,,2022-01-17 01:58:20+00:00,RHEL 9.4,SYS-221H-TNR,5a3263dd-1e73-4b91-84f1-a5a99b8bbe19
AST-BER1-00358,ber1-comp-0358,SU982240807,Medium,Decommissioned,Cloud Platform,compute,Supermicro,SYS-112C-TN COMP G2,10.67.240.25,N/A,3.5,2.4.6,None,1357,,EMEA,,BER1,,R16,,,17,,,,Front to rear,,172.19.192.94/24,,None,,,,,,,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2025-11-19T03:50:22.000000+00:00,2026-10-25T03:50:22.000000+00:00,Platform,a.kovac,2,Linux RHEL9,,,2,,2,,,,,,,,smc/2025.09,,2027-01-17 03:50:22+00:00,RHEL 9.4,,69dc56ac-c9df-4243-9bbf-a0e52182c05b
AST-FRA2-00359,fra2-cont-0359,DE474359078,High,Active,Managed Services,control,Dell,R650XS CONTROL G1,10.36.133.217,ce:f1:2e:81:c4:7c,7.16,3.12.4,TAG41465,1358,,EMEA,,FRA2,FRA2-DC-4,R13,,,27,Front,,,Front to rear,,172.22.112.82/24,,10.143.233.222,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2024-10-07T11:46:37.000000+00:00,2025-07-27T11:46:37.000000+00:00,Platform,,1,,,,2,,6,,,,,,,,,2025-04-01,2026-01-15 11:46:37+00:00,–,R650XS,e627995f-4343-4a2b-b046-3b18315983c3
AST-BER1-00360,ber1-stor-0360,SU732679040,Medium,Active,Managed Services,storage,Supermicro,SYS-521E-WR NET Gen3,10.53.143.54,66:06:2d:1d:1d:13,6.19,,TAG50595,1359,,EMEA,,BER1,BER1-DC-2,R03,,,5,,,,Front to rear,,172.22.29.226/24,,10.163.58.103,,,,,"Ordered 2023, batch 1, rack row B",,,,"baremetal,k8s",2020-03-15T20:06:43.000000+00:00,2020-12-27T20:06:43.000000+00:00,,a.kovac,2,,,,2,,4,,,,,,,,smc/2026.01,,2021-06-09 20:06:43+00:00,RHEL 9.4,SYS-521E-WR,04347221-54df-4750-b66d-18691729a4af
AST-FRA2-00361,fra2-cont-0361,SU937314397,Medium,Active,Internal IT,control,Supermicro,SYS-521E-WR NET Gen3,N/A,67:e5:94:47:30:3f,3.13,2.13.5,TAG23611,1360,,EMEA,,FRA2,FRA2-DC-1,R10,,,9,,,,Front to rear,,172.18.18.251/24,,10.128.37.213,,,,,"Ordered 2023, batch 7, rack row B",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2023-11-26T15:22:28.000000+00:00,2024-11-18T15:22:28.000000+00:00,DC-Ops,j.smith,2,ESXi 8.0,,,2,,4,,,,,,,2027-12-23,smc/2025.09,2022-09-13,2025-03-11 15:22:28+00:00,ESXi 8.0u2,SYS-521E-WR,1dfcc37e-5d10-47f6-a9ee-6f70eae5eff6
AST-PHX3-00362,phx3-comp-0362,DE281471044,Low,Active,Cloud Platform,compute,Dell,-,10.92.0.119,None,–,-,TAG87362,1361,,AMER,,PHX3,PHX3-DC-3,R11,,,,front,,,,,172.19.69.83/24,,10.174.123.207,,,,,,,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2021-08-04T19:12:55.000000+00:00,2022-05-13T19:12:55.000000+00:00,DC-Ops,j.smith,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,2024-09-13,N/A,2023-03-07,2022-08-10 19:12:55+00:00,ESXi 8.0u2,-,a0c26c2e-7ea1-4c7e-9a11-6211bc3328f4
AST-DFW1-00363,dfw1-comp-0363,SU464959908,High,Planned,Internal IT,compute,Supermicro,-,10.18.200.214,15:06:ff:64:0a:45,3.12,2.4.4,TAG85263,1362,,AMER,,DFW1,DFW1-DC-3,R05,,,21,,,,Front to rear,,172.28.176.39/24,,,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2025-05-22T14:08:18.000000+00:00,2025-05-29T14:08:18.000000+00:00,Platform,m.papaj,2,Linux RHEL9,,,2,,6,,,,,,,,smc/2025.09,2021-08-02,2025-08-01 14:08:18+00:00,N/A,SYS-112C-TN,9f1590d2-fda7-4f42-94c6-066baa940b5b
AST-AMS1-00364,ams1-comp-0364,HP815388098,Medium,Staged,Cloud Platform,compute,HPE,DL360 COMP G1,10.35.151.144,eb:f2:ba:f1:02:94,7.13,3.6.4,TAG66442,1363,,EMEA,,AMS1,AMS1-DC-1,R07,,,20,Front,,,,,172.21.213.214/24,,None,,,,,"Ordered 2023, batch 1, rack row B",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2022-04-11T14:46:14.000000+00:00,2022-12-27T14:46:14.000000+00:00,Platform,m.papaj,1,Linux RHEL9,,,2,,2,,,,,,,,,2024-12-05,2023-04-25 14:46:14+00:00,None,DL360,dbfd355c-72dd-4363-be24-aaf125a8a0b5
AST-PHX3-00365,phx3-stor-0365,DE359511714,High,Decommissioned,Internal IT,storage,Dell,R7615 STORAGE G2,N/A,,N/A,3.0.4,TAG31871,1364,,AMER,,PHX3,None,R01,,,25,,,,,,-,,10.114.181.10,,,,,,,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2024-10-12T18:46:05.000000+00:00,2024-10-27T18:46:05.000000+00:00,Platform,a.kovac,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,,dell/15032026,2022-09-02,2024-11-06 18:46:05+00:00,ESXi 8.0u2,R7615,859a7f98-fa52-4559-b185-479389887635
AST-ASH1-00366,ash1-stor-0366,DE989914366,High,Active,Internal IT,storage,Dell,R760XA GPU G2,10.97.112.177,bf:d8:55:d9:83:33,5.0,3.3.8,TAG95852,1365,,AMER,,ASH1,ASH1-DC-1,R12,,,39,Front,,,Front to rear,,172.19.212.117/24,,10.104.213.35,,,,,"Replaced PSU, vendor RMA #4411",,,,lab,2023-01-15T15:34:34.000000+00:00,2023-06-25T15:34:34.000000+00:00,,m.papaj,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,,,2020-01-24,2023-12-15 15:34:34+00:00,ESXi 8.0u2,R760XA,e6d7d1f1-0e97-4d36-8da8-7cae69be56f9
AST-DFW1-00367,dfw1-comp-0367,LE697057829,,Active,Cloud Platform,compute,Lenovo,ThinkSystem SR650,10.49.176.218,f1:b9:bd:e2:c1:ee,N/A,2.0.4,TAG35438,1366,,AMER,,DFW1,–,R17,,,6,,,,Front to rear,,172.23.205.77/24,,–,,,,,"Burn-in done, handed to platform team",,,,,2024-07-06T11:51:18.000000+00:00,2024-07-26T11:51:18.000000+00:00,Platform,j.smith,2,ESXi 8.0,,,2,,6,,,,,,,2024-08-08,bundle-2025Q3,,2025-02-11 11:51:18+00:00,Ubuntu 22.04.4,ThinkSystem,6e1d5e2c-902d-412c-b546-8c8538c024c6
AST-FRA2-00368,fra2-comp-0368,SU898476584,Medium,Offline,,compute,Supermicro,SYS-521E-WR NET Gen3,10.74.250.59,b7:46:e7:f9:00:e2,4.19,3.2.5,N/A,1367,,EMEA,,FRA2,None,R03,,,34,front,,,Front to rear,,172.23.203.146/24,,10.119.80.26,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2020-06-15T10:51:21.000000+00:00,2021-06-25T10:51:21.000000+00:00,DC-Ops,a.kovac,2,,,,2,,4,,,,,,,2026-10-13,,,2021-11-26 10:51:21+00:00,ESXi 8.0u2,SYS-521E-WR,bd5a4f64-e74c-4d7b-87bb-e209baae2b3a
AST-ASH1-00369,ash1-stor-0369,SU357798550,High,Staged,Internal IT,storage,Supermicro,AS-1115CS-TNR STORAGE,-,56:b9:78:58:10:64,2.12,3.13.3,–,1368,,AMER,,ASH1,ASH1-DC-4,R05,,,–,,,,,,172.26.51.63/24,,,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,"prod,edge",2023-08-10T05:03:25.000000+00:00,2024-05-14T05:03:25.000000+00:00,DC-Ops,j.smith,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,,smc/2025.09,2023-01-12,2024-05-16 05:03:25+00:00,-,AS-1115CS-TNR,ed5b7f18-2087-4a02-ba68-13ec654d3c99
AST-FRA1-00370,fra1-comp-0370,HP106893167,Medium,Active,Cloud Platform,compute,HPE,DL360 COMP G1,10.20.56.226,e8:db:ff:28:78:e0,7.3,3.13.2,TAG41525,1369,,EMEA,,FRA1,FRA1-DC-4,R15,,,29,Front,,,,,172.27.132.240/24,,10.110.135.205,,,,,"Burn-in done, handed to platform team",,,,lab,2024-07-01T19:32:08.000000+00:00,2025-01-08T19:32:08.000000+00:00,DC-Ops,a.kovac,2,Linux Ubuntu 22.04,,,2,,2,,,,,,,,-,2019-08-02,2025-03-26 19:32:08+00:00,Ubuntu 22.04.4,DL360,b98750a2-016f-4b7a-a8ef-d8bdfb5da5a2
AST-AMS1-00371,ams1-comp-0371,DE176899644,Medium,Decommissioned,Internal IT,compute,Dell,R660 COMP G2,10.22.152.45,c1:c6:f7:0b:6e:c1,–,1.15.9,TAG39863,1370,,EMEA,,AMS1,AMS1-DC-3,R04,,,10,,,,Front to rear,,172.19.203.254/24,,-,,,,,"Burn-in done, handed to platform team",,,,lab,2023-11-21T02:15:56.000000+00:00,2024-06-22T02:15:56.000000+00:00,Platform,,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,,N/A,2024-10-31,2024-07-29 02:15:56+00:00,–,R660,730ce592-38d1-486a-bf79-d6748c3ce6ae
AST-FRA2-00372,fra2-cont-0372,-,High,Active,Internal IT,control,Dell,R650XS CONTROL G1,None,d1:ab:d5:b6:30:34,-,3.10.6,TAG22414,1371,,EMEA,,FRA2,FRA2-DC-4,R03,,,23,Front,,,,,172.24.244.229/24,,10.142.229.135,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2020-12-20T20:19:00.000000+00:00,2021-08-06T20:19:00.000000+00:00,,m.papaj,1,,,,2,,6,,,,,,,,,2024-11-12,2022-02-03 20:19:00+00:00,ESXi 8.0u2,R650XS,a887923b-aece-4932-8a40-b00b158550b6
AST-LON2-00373,lon2-stor-0373,LE790418078,Low,Active,Cloud Platform,storage,Lenovo,,10.19.218.254,9e:1c:7c:f3:53:b6,4.16,3.7.5,TAG40725,1372,,EMEA,,LON2,N/A,R07,,,14,Front,,,Front to rear,,172.22.215.236/24,,10.124.87.30,,,,,"Replaced PSU, vendor RMA #4411",,,,lab,2020-02-10T06:58:05.000000+00:00,2020-10-23T06:58:05.000000+00:00,Platform,j.smith,1,Linux Ubuntu 22.04,,,2,,6,,,,,,,2027-05-21,15/11/2025,2026-05-19,2021-02-07 06:58:05+00:00,RHEL 9.4,-,f7ee7395-e6a1-4d2d-9e85-11d33cc9bfe1
AST-ASH1-00374,None,HP713587962,Low,Active,Managed Services,storage,HPE,DL380 Gen10,10.55.132.26,17:db:9c:b9:ed:45,7.1,3.5.1,TAG93368,1373,,AMER,,ASH1,ASH1-DC-1,R08,,,5,Front,,,,,172.26.199.56/24,,10.171.128.82,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,,2025-02-01T15:34:12.000000+00:00,2025-06-15T15:34:12.000000+00:00,Platform,a.kovac,1,,,,2,,6,,,,,,,,,2020-07-14,2025-09-01 15:34:12+00:00,RHEL 9.4,DL380,933799dc-7636-42b2-a743-76f71dfcb6c1
AST-ASH1-00375,ash1-cont-0375,DE970545205,Low,Planned,Cloud Platform,control,Dell,XR11 EDGE,10.96.125.48,0f:50:8f:7d:bc:03,4.14,3.2.1,TAG77469,1374,,AMER,,ASH1,–,R08,,,20,Front,,,Front to rear,,172.19.51.167/24,,10.155.160.79,,,,,"Burn-in done, handed to platform team",,,,"baremetal,k8s",2020-07-09T13:09:50.000000+00:00,2021-02-05T13:09:50.000000+00:00,Platform,a.kovac,2,Linux Ubuntu 22.04,,,2,,2,,,,,,,2026-09-30,,2019-08-25,2021-07-25 13:09:50+00:00,-,XR11,45b4f1b3-dfdb-4b4a-9602-37cfa0ef5427
AST-BER1-00376,ber1-cont-0376,DE780938413,High,Active,Managed Services,control,Dell,XR11 EDGE,10.71.195.183,62:08:76:9c:40:8f,None,3.5.8,TAG45410,1375,,EMEA,,BER1,BER1-DC-2,R02,,,31,,,,,,172.21.177.60/24,,10.174.216.154,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,,2021-06-26T03:37:39.000000+00:00,2021-10-28T03:37:39.000000+00:00,,m.papaj,2,Linux Ubuntu 22.04,,,2,,2,,,,,,,,dell/30092025,2024-04-10,2021-12-01 03:37:39+00:00,,XR11,7b18b39e-1047-4008-95bf-3dd9b627cf1a
AST-FRA1-00377,fra1-comp-0377,SU780324505,Medium,Quarantine,Internal IT,compute,Supermicro,AS-1115CS-TNR STORAGE,10.57.139.226,67:02:13:ae:8c:45,5.6,2.12.6,TAG66837,1376,,EMEA,,FRA1,FRA1-DC-3,R18,,,7,,,,Front to rear,,172.29.145.84/24,,–,,,,,,,,,"baremetal,k8s",2024-06-13T02:18:47.000000+00:00,2025-04-28T02:18:47.000000+00:00,,m.papaj,1,Linux RHEL9,,,2,,2,,,,,,,05/03/2027,-,2025-02-01,2025-08-20 02:18:47+00:00,None,AS-1115CS-TNR,5576fec4-1882-4be5-ba08-1233319cec5b
N/A,ber1-comp-0378,DE553524380,Low,Planned,Cloud Platform,compute,Dell,R7615 STORAGE G2,10.22.196.126,75:f8:af:9f:17:45,7.8,3.13.1,TAG80393,1377,,EMEA,,BER1,BER1-DC-1,-,,,-,,,,,,172.27.222.148/24,,-,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"prod,edge",2020-03-03T03:31:00.000000+00:00,2021-02-18T03:31:00.000000+00:00,Platform,ops-team,1,,,,2,,2,,,,,,,,,2022-06-19,2021-07-11 03:31:00+00:00,RHEL 9.4,–,3f6987b6-929e-4af5-ae34-250b08aed29d
AST-FRA1-00379,fra1-comp-0379,SU571667883,,Active,Cloud Platform,compute,Supermicro,SYS-112C-TN COMP G2,10.58.170.22,a7:d4:4b:1a:63:d8,–,2.12.8,TAG59482,1378,,EMEA,,FRA1,FRA1-DC-1,-,,,24,front,,,Front to rear,,172.27.75.233/24,,10.178.106.1,,,,,,,"Needs recable
see ticket NET-2231",,"prod,edge",2024-09-02T12:39:01.000000+00:00,2025-06-25T12:39:01.000000+00:00,DC-Ops,m.papaj,2,Linux Ubuntu 22.04,,,2,,4,,,,,,,,smc/2025.09,2020-02-27,2025-10-02 12:39:01+00:00,RHEL 9.4,SYS-112C-TN,e44c4a14-5d33-4c18-9210-a32f21687b9e
AST-FRA1-00380,fra1-netw-0380,-,Medium,Active,Cloud Platform,network,Supermicro,SYS-521E-WR NET Gen3,10.44.146.167,90:0c:87:4c:0b:f5,None,N/A,TAG71759,1379,,EMEA,,FRA1,FRA1-DC-1,R16,,,3,front,,,Front to rear,,172.22.228.192/24,,10.136.171.36,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2023-03-09T00:20:58.000000+00:00,2024-01-17T00:20:58.000000+00:00,,,1,ESXi 8.0,,,2,,6,,,,,,,,,2025-10-23,2024-04-11 00:20:58+00:00,ESXi 8.0u2,SYS-521E-WR,3213676f-330b-4afd-9d0e-6e1bee841b90
–,fra2-gpu-0381,LE777850879,Medium,Active,Cloud Platform,gpu,Lenovo,ThinkSystem SR650,10.11.18.67,34:a2:6e:e5:8d:cd,4.9,2.2.8,TAG94922,1380,,EMEA,,None,FRA2-DC-4,R02,,,25,Front,,,Front to rear,,172.25.185.212/24,,-,,,,,"Ordered 2023, batch 6, rack row B",,"Needs recable
see ticket NET-2231",,lab,2025-10-24T16:18:34.000000+00:00,2026-10-03T16:18:34.000000+00:00,Platform,,2,Linux RHEL9,,,2,,6,,,,,,,2026-07-21,,2024-11-18,2026-12-01 16:18:34+00:00,RHEL 9.4,ThinkSystem,32e3aa37-10eb-4690-b89b-71f301f4e6c3
AST-AMS1-00382,ams1-comp-0382,LE769093336,Low,Active,Internal IT,compute,Lenovo,ThinkSystem SR650,10.32.79.18,ad:55:85:e9:99:9a,N/A,2.3.0,-,1381,,EMEA,,AMS1,AMS1-DC-2,R08,,,35,,,,,,172.28.192.9/24,,10.145.34.56,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,lab,2024-07-20T06:43:20.000000+00:00,2025-02-22T06:43:20.000000+00:00,Platform,j.smith,1,Linux RHEL9,,,2,,2,,,,,,,2027-06-10,01/02/2026,,2025-05-23 06:43:20+00:00,N/A,ThinkSystem,de283670-d82e-47c6-b82c-6b0b14d87495
AST-TYO1-00383,tyo1-comp-0383,SU933030595,Low,Offline,Cloud Platform,compute,Supermicro,SYS-112C-TN COMP G2,–,38:c0:eb:b0:5b:6e,–,3.2.8,TAG15380,1382,,APAC,,TYO1,TYO1-DC-1,R17,,,13,,,,Front to rear,,172.17.155.181/24,,10.177.167.88,,,,,"Ordered 2023, batch 5, rack row B",,,,"baremetal,k8s",2024-07-29T09:31:45.000000+00:00,2025-02-01T09:31:45.000000+00:00,,m.papaj,1,Linux RHEL9,,,2,,6,,,,,,,2026-10-20,-,,2025-03-22 09:31:45+00:00,,SYS-112C-TN,49602da5-4baf-43ba-8ac1-81bc068147a0
AST-FRA2-00384,fra2-netw-0384,DE310214170,Medium,Active,Cloud Platform,network,Dell,R7615 STORAGE G2,10.51.114.10,dd:79:9c:a6:9b:3d,7.5,1.4.6,-,1383,,EMEA,,FRA2,FRA2-DC-1,R12,,,,,,,,,None,,10.139.151.3,,,,,,,,,,2020-06-16T16:34:50.000000+00:00,2020-07-19T16:34:50.000000+00:00,,,1,ESXi 8.0,,,2,,6,,,,,,,,dell/30092025,2020-03-15,2020-11-02 16:34:50+00:00,ESXi 8.0u2,,aa32e92b-1b88-4b1b-9a82-edeb8689c1ab
AST-ASH1-00385,ash1-comp-0385,DE256777689,Medium,Active,Internal IT,compute,Dell,R760XA GPU G2,10.34.138.128,None,None,3.4.4,TAG82941,1384,,AMER,,ASH1,-,R13,,,3,,,,Front to rear,,172.23.71.170/24,,10.111.1.3,,,,,"Burn-in done, handed to platform team",,,,lab,2020-04-04T16:31:44.000000+00:00,2020-12-31T16:31:44.000000+00:00,DC-Ops,ops-team,1,ESXi 8.0,,,2,,2,,,,,,,,dell/15032026,2023-01-22,2021-03-08 16:31:44+00:00,Ubuntu 22.04.4,R760XA,e44db293-ac8b-4896-ac9c-b3f5edcc6a22
AST-TYO1-00386,tyo1-comp-0386,DE882411034,Low,Active,Cloud Platform,compute,Dell,XR11 EDGE,10.52.223.101,d9:79:25:69:c7:1a,3.4,1.2.1,TAG35366,1385,,N/A,,TYO1,TYO1-DC-3,R17,,,6,,,,Front to rear,,172.26.181.111/24,,None,,,,,,,,,"baremetal,k8s",2024-12-20T17:47:08.000000+00:00,2025-09-05T17:47:08.000000+00:00,DC-Ops,ops-team,2,ESXi 8.0,,,2,,6,,,,,,,,dell/15032026,,2026-02-02 17:47:08+00:00,ESXi 8.0u2,XR11,6c23c832-87f7-4128-8ed3-021dbbb163d0
AST-PHX3-00387,–,DE702148243,Low,Active,,compute,Dell,R7615 STORAGE G2,10.55.47.246,d3:a9:c2:4c:55:bc,7.17,1.5.8,TAG24520,1386,,AMER,,PHX3,PHX3-DC-1,R05,,,22,,,,,,172.26.113.33/24,,–,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,lab,2022-01-13T16:36:28.000000+00:00,2022-11-11T16:36:28.000000+00:00,,j.smith,2,Linux Ubuntu 22.04,,,2,,4,,,,,,,2028-03-28,dell/15032026,2023-11-21,2023-02-02 16:36:28+00:00,ESXi 8.0u2,-,49364ee8-13a4-44f7-94a6-876bba16cbb3
AST-FRA2-00388,fra2-comp-0388,DE743923268,Medium,Active,Cloud Platform,compute,Dell,R760XA GPU G2,10.74.250.71,3c:fc:d9:83:ab:72,5.11,1.11.6,TAG24626,1387,,EMEA,,FRA2,FRA2-DC-2,,,,37,front,,,Front to rear,,172.18.149.249/24,,10.158.141.23,,,,,,,"Needs recable
see ticket NET-2231",,"prod,edge",2025-05-06T16:58:15.000000+00:00,2025-07-27T16:58:15.000000+00:00,DC-Ops,j.smith,2,,,,2,,6,,,,,,,2026-08-04,dell/30092025,,2025-10-06 16:58:15+00:00,ESXi 8.0u2,–,b4e40230-e149-4e69-bdc1-97d6132d1050
AST-AMS1-00389,ams1-cont-0389,DE568037536,Low,Staged,Cloud Platform,control,Dell,R650XS CONTROL G1,10.16.42.206,35:b1:a7:85:8b:d5,4.7,2.1.9,TAG73511,1388,,EMEA,,AMS1,AMS1-DC-4,-,,,4,,,,Front to rear,,N/A,,-,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,,2025-07-27T17:23:33.000000+00:00,2026-07-18T17:23:33.000000+00:00,DC-Ops,,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,,dell/01122024,,2026-11-23 17:23:33+00:00,Ubuntu 22.04.4,,a7b0bbc2-0347-4992-9bb4-f3ac4621c5c2
AST-TYO1-00390,tyo1-cont-0390,–,Low,Active,,control,Lenovo,ThinkSystem SR650,10.80.71.23,af:2a:33:21:e9:f7,2.4,N/A,TAG89169,1389,,APAC,,TYO1,TYO1-DC-4,R16,,,12,,,,Front to rear,,172.27.203.123/24,,10.149.93.107,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,lab,2022-11-22T21:57:55.000000+00:00,2023-05-05T21:57:55.000000+00:00,Platform,m.papaj,2,,,,2,,4,,,,,,,,,2022-01-28,2023-07-27 21:57:55+00:00,Ubuntu 22.04.4,ThinkSystem,115a361e-f392-432d-9d46-17b6c269bfb0
AST-DFW1-00391,dfw1-comp-0391,SU676646026,Medium,Quarantine,Internal IT,compute,Supermicro,AS-1115CS-TNR STORAGE,10.73.52.87,3f:1a:18:38:3f:aa,5.14,2.8.3,–,1390,,AMER,,DFW1,DFW1-DC-3,R14,,,26,Front,,,,,172.24.27.125/24,,,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,,2024-01-02T13:42:36.000000+00:00,2024-12-04T13:42:36.000000+00:00,Platform,,2,Linux Ubuntu 22.04,,,2,,4,,,,,,,,smc/2025.09,,2025-01-10 13:42:36+00:00,N/A,AS-1115CS-TNR,1d0cc999-606a-4b94-8754-540556be2461
AST-LON2-00392,lon2-cont-0392,HP994281308,Medium,Offline,Cloud Platform,,HPE,DL360 COMP G1,,80:cd:e3:31:82:fc,5.7,1.11.5,TAG15470,1391,,EMEA,,LON2,LON2-DC-3,R10,,,8,Front,,,,,172.22.210.43/24,,10.119.134.161,,,,,,,,,lab,2024-02-24T12:56:21.000000+00:00,2024-08-28T12:56:21.000000+00:00,Platform,,1,Linux RHEL9,,,2,,2,,,,,,,,N/A,2025-09-22,2025-02-09 12:56:21+00:00,Ubuntu 22.04.4,DL360,1f0877b8-ac2d-4516-8633-1d3198fc05a8
AST-LON2-00393,lon2-comp-0393,DE527208012,Medium,Decommissioned,,compute,Dell,XR11 EDGE,10.24.186.149,fa:1d:e8:41:44:6d,N/A,N/A,None,1392,,EMEA,,LON2,LON2-DC-4,R04,,,15,,,,Front to rear,,172.27.101.203/24,,-,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,lab,2025-12-26T02:52:28.000000+00:00,2026-03-16T02:52:28.000000+00:00,Platform,j.smith,2,Linux RHEL9,,,2,,2,,,,,,,2026-12-31,,2024-09-23,2026-09-16 02:52:28+00:00,RHEL 9.4,XR11,47a4a6fa-c121-4956-bde2-a0f4f3649030
AST-BER1-00394,ber1-comp-0394,SU286945194,High,Active,Internal IT,compute,Supermicro,SYS-221H-TNR CTRL Gen 3,10.95.212.61,64:55:26:87:55:a5,5.2,3.15.8,TAG29234,1393,,EMEA,,BER1,BER1-DC-4,R17,,,29,,,,,,172.18.72.227/24,,10.160.135.182,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,"prod,edge",2022-11-30T17:56:49.000000+00:00,2023-03-03T17:56:49.000000+00:00,DC-Ops,ops-team,2,Linux Ubuntu 22.04,,,2,,4,,,,,,,2027-08-17,smc/2026.01,,2023-06-08 17:56:49+00:00,,SYS-221H-TNR,5c5d174f-48ee-4178-8899-f635bb5d0ed8
AST-FRA2-00395,fra2-stor-0395,SU999260223,Medium,Active,Cloud Platform,storage,Supermicro,SYS-112C-TN COMP G2,10.48.51.138,,6.15,2.9.7,TAG16056,1394,,None,,FRA2,FRA2-DC-4,R15,,,16,front,,,Front to rear,,172.20.84.8/24,,None,,,,,,,"Needs recable
see ticket NET-2231",,lab,2023-08-25T08:35:22.000000+00:00,2024-05-14T08:35:22.000000+00:00,,m.papaj,1,,,,2,,2,,,,,,,05/03/2027,smc/2025.09,,2024-09-25 08:35:22+00:00,,SYS-112C-TN,5c2fe6bc-320f-496b-b569-ff6b9f253dbb
AST-AMS1-00396,ams1-comp-0396,HP515669761,Medium,Decommissioned,Cloud Platform,compute,HPE,DL380 Gen10,10.52.205.66,f9:07:75:98:42:ac,2.19,N/A,TAG83223,1395,,EMEA,,AMS1,AMS1-DC-2,R06,,,1,Front,,,Front to rear,,172.28.18.83/24,,,,,,,"Ordered 2023, batch 6, rack row B",,,,"prod,edge",2022-07-12T21:44:22.000000+00:00,2023-06-13T21:44:22.000000+00:00,,m.papaj,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,,,,2023-11-06 21:44:22+00:00,ESXi 8.0u2,–,364299e2-f592-4397-b91d-adf456872e96
AST-BER1-00397,ber1-netw-0397,SU313660417,,Offline,,network,Supermicro,SYS-221H-TNR CTRL Gen 3,10.39.152.50,53:29:9b:18:2d:4d,N/A,2.15.9,–,1396,,EMEA,,BER1,None,R08,,,None,,,,,,N/A,,None,,,,,"Replaced PSU, vendor RMA #4411",,,,"prod,edge",2023-02-17T12:20:07.000000+00:00,2023-11-24T12:20:07.000000+00:00,Platform,m.papaj,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,05/03/2027,,2024-05-15,2024-04-14 12:20:07+00:00,-,SYS-221H-TNR,3d24636e-f89a-479f-aab2-907270b5331c
